,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre
0,Jim Reeves,17,"{'neg': 0.091, 'neu': 0.723, 'pos': 0.186, 'compound': 0.9628000000000001}",['country'],0.5,1960,2,173.7,9,5.2,He'll Have To Go,4,105.66,152,0.091,0.723,0.186,0.9628000000000001,country
1,Everly Brothers,30,"{'neg': 0.281, 'neu': 0.663, 'pos': 0.056, 'compound': -0.9876}",[],0.1,1960,3,168.3,10,3.6,Cathy's Clown,13,101.26,144,0.281,0.663,0.056,-0.9876,none
2,Brenda Lee,21,"{'neg': 0.264, 'neu': 0.532, 'pos': 0.20400000000000001, 'compound': -0.6049}","['country', 'pop', 'rock']",2.5,1960,6,135.9,7,3.6,I'm Sorry,14,84.34,100,0.264,0.532,0.20400000000000001,-0.6049,country
3,Elvis Presley,23,"{'neg': 0.14100000000000001, 'neu': 0.6960000000000001, 'pos': 0.163, 'compound': 0.5739000000000001}","['blues', 'country', 'pop', 'rock']",1.3,1960,7,216.9,11,4.800000000000001,It's Now Or Never,15,98.21,179,0.14100000000000001,0.6960000000000001,0.163,0.5739000000000001,blues
4,Elvis Presley,31,"{'neg': 0.122, 'neu': 0.664, 'pos': 0.213, 'compound': 0.9859}","['blues', 'country', 'pop', 'rock']",2.5,1960,9,276.3,16,4.800000000000001,Stuck On You,23,89.75,221,0.122,0.664,0.213,0.9859,blues
5,Chubby Checker,34,"{'neg': 0.079, 'neu': 0.8210000000000001, 'pos': 0.101, 'compound': 0.8052}",[],-0.7000000000000001,1960,10,192.6,9,4.0,The Twist,17,108.7,176,0.079,0.8210000000000001,0.101,0.8052,none
6,Connie Francis,24,"{'neg': 0.246, 'neu': 0.643, 'pos': 0.111, 'compound': -0.9673}",['pop'],4.5,1960,11,249.3,11,4.4,Everybody's Somebody's Fool,12,73.85,167,0.246,0.643,0.111,-0.9673,pop
7,Bobby Rydell,24,"{'neg': 0.029, 'neu': 0.93, 'pos': 0.041, 'compound': 0.2023}",[],0.9,1960,12,238.5,8,5.6,Wild One,14,104.64,218,0.029,0.93,0.041,0.2023,none
8,Marty Robbins,58,"{'neg': 0.16, 'neu': 0.679, 'pos': 0.161, 'compound': -0.0451}",[],1.7000000000000002,1960,15,567.0,60,5.2,El Paso,12,97.2,466,0.16,0.679,0.161,-0.0451,none
9,Connie Francis,26,"{'neg': 0.097, 'neu': 0.808, 'pos': 0.095, 'compound': -0.1027}",['pop'],-0.7000000000000001,1960,17,166.5,7,4.0,My Heart Has A Mind Of Its Own,7,108.7,153,0.097,0.808,0.095,-0.1027,pop
